animal sire dam
1 NA NA
2 NA NA
3 NA NA
4 NA NA
5 NA NA
6 NA NA
7 NA NA
8 NA NA
9 NA NA
10 NA NA
11 NA NA
12 NA NA
13 NA NA
14 NA NA
15 NA NA
16 NA NA
17 NA NA
18 NA NA
19 NA NA
20 NA NA
21 NA NA
22 NA NA
23 NA NA
24 NA NA
25 NA NA
26 NA NA
27 NA NA
28 NA NA
29 NA NA
30 NA NA
31 NA NA
32 NA NA
33 NA NA
34 NA NA
35 NA NA
36 NA NA
37 NA NA
38 NA NA
39 NA NA
40 NA NA
41 NA NA
42 NA NA
43 NA NA
44 NA NA
45 NA NA
46 NA NA
47 NA NA
48 NA NA
49 NA NA
50 NA NA
51 NA NA
52 NA NA
53 NA NA
54 NA NA
55 NA NA
56 NA NA
57 NA NA
58 NA NA
59 NA NA
60 NA NA
61 NA NA
62 NA NA
63 NA NA
64 NA NA
65 NA NA
66 NA NA
67 NA NA
68 NA NA
69 NA NA
70 NA NA
71 NA NA
72 NA NA
73 NA NA
74 NA NA
75 NA NA
76 NA NA
77 NA NA
78 NA NA
79 NA NA
80 NA NA
81 NA NA
82 NA NA
83 NA NA
84 NA NA
85 NA NA
86 NA NA
87 NA NA
88 NA NA
89 NA NA
90 NA NA
91 NA NA
92 NA NA
93 NA NA
94 NA NA
95 NA NA
96 NA NA
97 NA NA
98 NA NA
99 NA NA
100 NA NA
101 NA NA
102 NA NA
103 NA NA
104 NA NA
105 NA NA
106 NA NA
107 NA NA
108 NA NA
109 NA NA
110 NA NA
111 NA NA
112 NA NA
113 NA NA
114 NA NA
115 NA NA
116 NA NA
117 NA NA
118 NA NA
119 NA NA
120 NA NA
121 NA NA
122 NA NA
123 NA NA
124 NA NA
125 NA NA
126 40 73
127 1 43
128 38 87
129 6 124
130 95 99
131 9 118
132 4 119
133 101 108
134 32 90
135 57 76
136 16 46
137 19 54
138 78 88
139 30 105
140 2 122
141 101 107
142 38 87
143 6 124
144 3 79
145 72 103
146 20 22
147 10 65
148 20 22
149 52 121
150 60 80
151 67 77
152 86 125
153 41 48
154 34 90
155 17 110
156 5 61
157 7 39
158 28 62
159 86 120
160 37 118
161 97 120
162 37 118
163 95 99
164 52 103
165 37 118
166 38 87
167 3 12
168 38 87
169 86 120
170 15 105
171 11 80
172 57 76
173 16 98
174 27 50
175 47 51
176 33 44
177 34 51
178 17 58
179 2 122
180 9 68
181 3 12
182 64 88
183 32 51
184 78 81
185 42 110
186 6 109
187 97 99
188 97 106
189 19 65
190 82 114
191 28 62
192 13 14
193 34 90
194 9 96
195 25 98
196 47 56
197 8 70
198 5 48
199 72 77
200 23 100
201 29 81
202 5 70
203 2 89
204 1 43
205 33 44
206 95 120
207 41 48
208 97 106
209 27 50
210 78 93
211 31 117
212 2 89
213 28 94
214 45 92
215 2 89
216 27 69
217 72 103
218 2 122
219 10 65
220 45 111
221 8 70
222 33 55
223 16 98
224 59 93
225 1 14
226 37 118
227 20 22
228 82 114
229 15 104
230 1 36
231 16 46
232 35 85
233 7 39
234 35 115
235 34 90
236 9 96
237 9 68
238 30 104
239 19 116
240 66 113
241 35 115
242 2 122
243 27 50
244 15 105
245 72 121
246 72 121
247 60 71
248 52 77
249 49 74
250 64 93
251 153 228
252 145 247
253 133 149
254 130 187
255 196 214
256 134 235
257 132 238
258 141 237
259 144 224
260 196 198
261 173 245
262 153 202
263 135 249
264 143 171
265 156 205
266 192 210
267 140 189
268 153 200
269 133 171
270 158 213
271 154 235
272 163 226
273 179 218
274 182 188
275 139 221
276 168 190
277 145 247
278 127 230
279 192 216
280 133 171
281 134 225
282 141 208
283 127 230
284 136 235
285 136 183
286 158 191
287 127 230
288 156 193
289 173 223
290 134 225
291 152 205
292 179 215
293 172 236
294 197 200
295 173 245
296 170 216
297 158 191
298 184 250
299 158 213
300 130 187
301 130 159
302 154 235
303 182 188
304 129 208
305 196 198
306 151 232
307 176 199
308 152 205
309 156 205
310 129 187
311 147 219
312 151 246
313 154 235
314 209 243
315 197 202
316 196 198
317 158 213
318 197 228
319 137 155
320 131 232
321 179 242
322 141 187
323 132 231
324 192 240
325 179 215
326 182 188
327 132 238
328 166 232
329 222 243
330 133 149
331 164 175
332 163 226
333 181 224
334 172 194
335 161 210
336 177 204
337 162 194
338 167 230
339 180 200
340 173 245
341 129 206
342 146 227
343 180 200
344 140 189
345 140 242
346 151 232
347 178 214
348 160 210
349 179 189
350 147 219
351 141 187
352 144 220
353 164 175
354 184 250
355 154 183
356 152 205
357 130 187
358 141 208
359 141 208
360 184 250
361 185 238
362 135 249
363 152 193
364 197 228
365 180 200
366 144 224
367 168 190
368 178 198
369 136 225
370 197 228
371 140 215
372 151 232
373 164 175
374 145 247
375 179 242
376 300 358
377 261 291
378 264 353
379 284 375
380 302 372
381 263 348
382 318 371
383 299 374
384 284 375
385 279 309
386 275 367
387 282 315
388 275 367
389 285 352
390 305 339
391 266 324
392 256 366
393 254 373
394 269 362
395 260 347
396 273 336
397 299 356
398 305 355
399 293 334
400 268 303
401 304 333
402 306 335
403 272 319
404 302 372
405 305 355
406 256 351
407 269 362
408 282 294
409 323 336
410 323 336
411 274 295
412 299 374
413 259 337
414 285 352
415 311 327
416 311 327
417 271 355
418 312 313
419 318 371
420 259 337
421 274 342
422 285 351
423 254 331
424 264 353
425 304 333
426 275 367
427 261 291
428 261 291
429 300 358
430 307 338
431 258 341
432 255 347
433 271 339
434 300 359
435 270 278
436 283 303
437 286 364
438 261 317
439 277 288
440 293 337
441 271 355
442 301 359
443 258 359
444 269 330
445 283 326
446 287 342
447 263 340
448 251 370
449 312 313
450 287 295
451 269 330
452 321 331
453 258 359
454 256 366
455 273 336
456 300 310
457 311 327
458 312 313
459 266 324
460 259 334
461 276 367
462 275 367
463 298 360
464 267 346
465 301 359
466 272 332
467 267 363
468 304 366
469 269 330
470 298 354
471 257 370
472 276 367
473 270 278
474 301 341
475 312 313
476 312 320
477 283 326
478 257 315
479 304 366
480 275 367
481 305 369
482 312 320
483 272 337
484 273 349
485 251 343
486 264 353
487 268 326
488 297 345
489 287 342
490 323 336
491 277 296
492 301 310
493 284 309
494 312 313
495 271 355
496 267 344
497 262 315
498 259 332
499 270 278
500 302 372
501 377 438
502 415 457
503 455 480
504 388 461
505 413 480
506 403 494
507 421 450
508 400 469
509 427 499
510 389 414
511 382 442
512 407 460
513 403 475
514 421 450
515 439 446
516 443 467
517 429 484
518 436 477
519 463 482
520 427 499
521 398 423
522 381 466
523 455 472
524 402 495
525 395 466
526 448 485
527 379 385
528 409 465
529 377 454
530 400 476
531 380 453
532 401 444
533 403 494
534 390 433
535 390 433
536 420 500
537 394 497
538 405 433
539 449 469
540 415 457
541 384 422
542 386 497
543 405 441
544 389 468
545 430 452
546 411 461
547 390 417
548 387 486
549 411 461
550 402 495
551 389 437
552 421 450
553 418 476
554 418 469
555 436 477
556 376 444
557 413 488
558 443 445
559 376 444
560 412 414
561 421 491
562 391 464
563 408 485
564 390 441
565 439 446
566 405 441
567 455 472
568 379 422
569 381 419
570 388 489
571 448 471
572 407 500
573 395 466
574 420 460
575 399 440
576 411 461
577 412 437
578 383 397
579 409 452
580 390 433
581 415 457
582 376 451
583 448 471
584 383 397
585 443 445
586 455 472
587 412 468
588 428 499
589 384 385
590 391 473
591 463 473
592 455 472
593 462 478
594 436 477
595 402 495
596 443 467
597 413 472
598 402 495
599 377 438
600 411 489
601 406 474
602 430 465
603 394 497
604 388 491
605 425 447
606 408 471
607 393 492
608 405 417
609 448 486
610 408 485
611 384 385
612 393 492
613 405 433
614 389 414
615 428 499
616 402 495
617 388 491
618 407 500
619 463 473
620 376 444
621 421 461
622 384 422
623 410 456
624 405 417
625 377 438
626 534 604
627 530 578
628 543 608
629 542 584
630 535 549
631 504 556
632 562 605
633 540 612
634 505 622
635 503 612
636 507 571
637 502 581
638 506 623
639 569 602
640 538 551
641 541 568
642 550 582
643 564 580
644 543 608
645 579 599
646 513 589
647 540 567
648 569 602
649 519 598
650 579 585
651 548 609
652 505 593
653 522 577
654 574 618
655 507 597
656 537 617
657 541 606
658 541 622
659 511 572
660 522 577
661 518 555
662 541 568
663 509 561
664 547 580
665 524 625
666 542 620
667 520 614
668 548 609
669 527 622
670 540 567
671 526 595
672 520 614
673 538 591
674 547 608
675 523 559
676 513 589
677 516 558
678 564 608
679 518 555
680 527 568
681 502 581
682 509 611
683 511 554
684 569 596
685 545 551
686 540 571
687 511 554
688 544 616
689 508 584
690 562 605
691 573 602
692 543 580
693 512 554
694 505 568
695 547 608
696 507 612
697 530 578
698 502 581
699 574 618
700 519 598
701 552 556
702 512 572
703 540 571
704 532 601
705 509 561
706 540 567
707 548 563
708 511 554
709 574 618
710 513 583
711 542 584
712 513 583
713 507 567
714 506 553
715 523 619
716 523 559
717 574 618
718 525 588
719 518 555
720 544 616
721 531 595
722 521 560
723 545 560
724 508 620
725 510 588
726 540 592
727 537 600
728 523 559
729 539 624
730 525 594
731 529 607
732 538 591
733 524 625
734 506 565
735 548 609
736 516 558
737 527 568
738 519 582
739 536 615
740 507 567
741 522 577
742 512 572
743 518 555
744 509 561
745 534 621
746 541 593
747 529 607
748 548 609
749 510 588
750 532 610
751 634 669
752 639 691
753 643 719
754 661 678
755 697 718
756 657 716
757 677 736
758 635 740
759 697 710
760 675 724
761 659 687
762 650 719
763 642 680
764 630 730
765 656 701
766 662 746
767 677 736
768 666 724
769 632 690
770 642 680
771 642 709
772 665 713
773 682 732
774 629 731
775 697 718
776 682 685
777 642 680
778 652 734
779 656 701
780 654 700
781 644 678
782 638 696
783 661 695
784 671 721
785 665 713
786 626 744
787 643 739
788 656 701
789 644 678
790 658 738
791 641 726
792 626 705
793 658 710
794 634 717
795 628 648
796 639 648
797 644 674
798 643 735
799 633 645
800 635 703
801 656 701
802 671 727
803 663 715
804 677 688
805 677 736
806 720 745
807 630 750
808 656 701
809 657 684
810 634 694
811 707 748
812 692 714
813 629 731
814 639 699
815 656 701
816 667 694
817 629 731
818 634 717
819 635 703
820 668 744
821 635 740
822 660 737
823 707 748
824 665 713
825 632 690
826 659 737
827 657 684
828 692 704
829 637 711
830 637 724
831 644 674
832 702 750
833 637 689
834 663 728
835 647 706
836 635 703
837 644 678
838 661 674
839 629 731
840 630 730
841 647 740
842 657 732
843 698 741
844 643 719
845 698 741
846 720 745
847 665 713
848 665 733
849 682 684
850 666 689
851 657 722
852 630 750
853 671 727
854 627 680
855 652 734
856 675 711
857 668 705
858 636 722
859 627 709
860 656 701
861 634 746
862 639 699
863 641 726
864 656 701
865 653 742
866 677 736
867 653 693
868 662 694
869 632 690
870 663 715
871 672 719
872 626 705
873 652 734
874 650 719
875 720 745
876 796 809
877 782 841
878 778 823
879 777 800
880 761 781
881 798 804
882 762 839
883 756 842
884 832 843
885 777 816
886 759 842
887 751 791
888 757 866
889 786 857
890 766 821
891 762 874
892 753 839
893 783 835
894 761 781
895 811 823
896 753 844
897 776 842
898 793 806
899 752 864
900 752 871
901 846 854
902 763 845
903 763 772
904 755 869
905 833 872
906 763 772
907 777 841
908 754 791
909 805 827
910 786 857
911 752 814
912 782 816
913 784 853
914 761 831
915 846 854
916 822 828
917 796 809
918 812 825
919 753 844
920 798 859
921 765 824
922 818 858
923 792 825
924 766 821
925 775 827
926 793 861
927 798 859
928 805 827
929 776 849
930 752 871
931 807 843
932 786 857
933 796 809
934 763 845
935 812 873
936 759 851
937 780 817
938 756 842
939 755 869
940 786 857
941 754 781
942 832 843
943 763 845
944 764 865
945 764 788
946 758 800
947 774 817
948 832 843
949 838 847
950 782 800
951 783 803
952 752 864
953 782 819
954 765 848
955 796 829
956 812 836
957 757 767
958 787 839
959 774 817
960 818 855
961 786 820
962 790 875
963 753 874
964 755 869
965 757 767
966 759 849
967 775 855
968 751 781
969 810 830
970 752 814
971 753 844
972 796 829
973 783 803
974 782 819
975 770 815
976 769 824
977 787 874
978 789 864
979 805 827
980 777 800
981 770 815
982 810 830
983 758 841
984 773 803
985 774 817
986 775 858
987 794 850
988 764 865
989 792 825
990 805 827
991 810 830
992 752 871
993 833 872
994 754 797
995 773 870
996 758 819
997 766 821
998 846 854
999 822 867
1000 766 821
